,Fear,Surprise,Angry,Sad,Happy
0,0.30675573752828367,0.31753043853033075,0.05311927594009266,0.19351362999676755,0.12908091800452537
1,0.3442882249560633,0.25395430579964845,0.060456942003514924,0.22970123022847097,0.11159929701230227
2,0.26647564469914037,0.2695385831439581,0.11510720284556862,0.24661594704080622,0.10226262227052661
3,0.19660051090587546,0.24552957359009633,0.09353507565337002,0.23511495382196898,0.22921988602868934
4,0.267027027027027,0.37117117117117115,0.05018018018018018,0.18378378378378377,0.12783783783783784
5,0.4169607008151843,0.2705925295048059,0.03780873585594354,0.18323397006935147,0.09140406375471467
6,0.28923256183464857,0.35734336105079184,0.06826968910544992,0.19861236163338808,0.08654202637572164
7,0.2282331088925006,0.2645112607383329,0.1729161829579754,0.19410262363594147,0.14023682377524957
8,0.19604461308497179,0.17713004484304934,0.03409221570656548,0.3782913648384501,0.21444176152696331
9,0.3774307476277605,0.19003446661844178,0.06067826900982938,0.26624398961746304,0.10561252712650526
10,0.263515932688865,0.42017381115125474,0.02916381863750285,0.19978517722878622,0.08736126029359113
11,0.44729539147445513,0.2563577635230426,0.07274464310085983,0.12551749237978252,0.09808470952185977
