,Fear,Angry,Happy,Surprise,Sad,month_index,year,date
27,0.3280357142857143,0.050982142857142865,0.045,0.13303571428571428,0.4429464285714286,2,2014,2014-02-01
28,0.17032099631643574,0.04165935800736713,0.04358884406244518,0.6687423259077355,0.0756884757060165,3,2014,2014-03-01
29,0.5937071565670414,0.022004387167534962,0.07423910063065535,0.17754318618042225,0.13250616945434604,4,2014,2014-04-01
30,0.25456261799874136,0.06686595342983008,0.21806167400881052,0.1592196349905601,0.3012901195720579,5,2014,2014-05-01
31,0.3976151709606359,0.09228043290872524,0.11598505890240401,0.11804424863518825,0.2760750885930467,6,2014,2014-06-01
32,0.3878130011101517,0.060976111179639005,0.2359689157518194,0.1688664117429382,0.14637556021545167,7,2014,2014-07-01
33,0.2669543773119605,0.0161244427582282,0.1192734515792469,0.3816276202219481,0.21602010812861616,8,2014,2014-08-01
34,0.34256461899966434,0.13119615083361308,0.08201857446570439,0.2877363768602439,0.15648427884077432,9,2014,2014-09-01
35,0.2334272500132901,0.04997076178831535,0.06389878262718621,0.4191164744032746,0.2335867311679336,10,2014,2014-10-01
36,0.28853894811341624,0.1271287654266378,0.1730437475118326,0.2979165745123192,0.1133719644357942,11,2014,2014-11-01
37,0.4476291955247737,0.09350026638252533,0.1462972828982419,0.15050612679808206,0.1620671283963772,12,2014,2014-12-01
38,0.2386550187617261,0.09137546904315197,0.18371833958724204,0.37277204502814265,0.11347912757973735,1,2015,2015-01-01
39,0.3540152455238434,0.03679692050548282,0.17965406336262565,0.27892724187707346,0.15060652873097471,2,2015,2015-02-01
40,0.3101170819573702,0.13333619247759146,0.2260153536046661,0.1586825063258567,0.1718488656345156,3,2015,2015-03-01
41,0.2911497105045492,0.04792016862776489,0.1742042210304437,0.3073988100002669,0.17932708983697535,4,2015,2015-04-01
42,0.2974568472088169,0.09707975129626717,0.1515117505779893,0.24131893784651295,0.21263271307041368,5,2015,2015-05-01
43,0.2721815625337996,0.09281825720157193,0.19254064967372106,0.27877924793597,0.16368028265493742,6,2015,2015-06-01
44,0.2471225286487848,0.07825210930613274,0.16302732653318222,0.2618058179070646,0.2497922176048357,7,2015,2015-07-01
45,0.2255288633918968,0.08651846539978486,0.20197203298673355,0.2724632484761564,0.21351738974542847,8,2015,2015-08-01
46,0.3799463904411429,0.05533596837944663,0.12364272409249925,0.3099132252055791,0.1311616918813321,9,2015,2015-09-01
47,0.4900984900984901,0.02725802725802726,0.13156513156513155,0.21972321972321973,0.13135513135513135,10,2015,2015-10-01
48,0.3341526128715117,0.05386447856008469,0.19458519246766992,0.2614951221356727,0.15590259396506087,11,2015,2015-11-01
49,0.3249651324965133,0.06577505479179117,0.15869695158398087,0.23281530185295876,0.21774755927475592,12,2015,2015-12-01
50,0.42845224190126574,0.06033229243641392,0.08538533050463634,0.2076708540916784,0.2181592810660056,1,2016,2016-01-01
51,0.4186880037197768,0.04182811531308122,0.12579432734035956,0.26456912585244885,0.14912042777433354,2,2016,2016-02-01
52,0.3932506743053088,0.04556003930834048,0.13511196604428466,0.2216739498609572,0.204403370481109,3,2016,2016-03-01
53,0.3447383506674311,0.06387683236426175,0.1230366063385472,0.22790926214069285,0.2404389484890673,4,2016,2016-04-01
54,0.23924823993875435,0.08427278322350151,0.08038488674062176,0.3635108155575905,0.23258327453953198,5,2016,2016-05-01
55,0.29197231424514913,0.046675343114055835,0.24010589209654526,0.2294723142451491,0.1917741362991008,6,2016,2016-06-01
56,0.5598426704258688,0.03644337701665537,0.07234723890078146,0.19105797177117606,0.1403087418855184,7,2016,2016-07-01
57,0.30570600350903954,0.054008696315508434,0.15453123808070784,0.2422953695934091,0.243458692501335,8,2016,2016-08-01
58,0.43045455650947295,0.036189410706034014,0.11802903908359072,0.20164408881970966,0.2136829048811927,9,2016,2016-09-01
59,0.5599687651689425,0.03724964649768904,0.1333389612308212,0.14549521980457128,0.12394740729797607,10,2016,2016-10-01
60,0.30232098420893505,0.06918765552687271,0.2557152491918417,0.1656550152329124,0.2071210958394381,11,2016,2016-11-01
61,0.34835405774213823,0.11186581009184156,0.14584259670964872,0.20458134649882712,0.1893561889575444,12,2016,2016-12-01
62,0.4259460055501443,0.01964604046827045,0.08260893536471063,0.2970797419734254,0.17471927664344916,1,2017,2017-01-01
63,0.31286486173279443,0.06414323584372691,0.11976880622311067,0.26116495009633073,0.2420581461040372,2,2017,2017-02-01
64,0.2112639573716199,0.053701767856647264,0.3591496526268074,0.1934928813935632,0.1823917407513622,3,2017,2017-03-01
65,0.3048511576626241,0.04818379570309009,0.19683244435173866,0.26164367233827,0.18848892994427727,4,2017,2017-04-01
66,0.20833023033140066,0.027363157614766744,0.2205542848023831,0.29955848715357203,0.2441938400978776,5,2017,2017-05-01
67,0.2662977607343678,0.0419142045341652,0.2816070257704305,0.2296489101710744,0.1805320987899621,6,2017,2017-06-01
68,0.31658735990525994,0.05973332952851119,0.1351116120793591,0.2453824916353364,0.24318520685153344,7,2017,2017-07-01
69,0.36991281594090464,0.08487999166367563,0.11835264967754636,0.2631036598779654,0.16375088283990782,8,2017,2017-08-01
70,0.22954576377997865,0.04354738221582485,0.2386906424330963,0.3296667884074161,0.15854942316368398,9,2017,2017-09-01
71,0.2627152186819711,0.05208634626802056,0.20319992692840516,0.2812419126489975,0.20075659547260585,10,2017,2017-10-01
72,0.1831111945435203,0.10484950879169012,0.1633940304111132,0.17478881171391022,0.3738564545397661,11,2017,2017-11-01
73,0.3062568355814801,0.07659041195771057,0.16302861830113016,0.24787185563251915,0.20625227852716008,12,2017,2017-12-01
74,0.19656956997545336,0.03851603817595997,0.2088429056631744,0.36087094903622696,0.1952005371491854,1,2018,2018-01-01
75,0.3320924591627469,0.04157630323371247,0.1075728417001099,0.34602702691321313,0.17273136899021754,2,2018,2018-02-01
76,0.2337003475267141,0.07676767676767679,0.265948877845984,0.2404040404040404,0.1831790574555848,3,2018,2018-03-01
77,0.2730703381366814,0.08239763161649305,0.15174061920388068,0.2598373519760308,0.232954059066914,4,2018,2018-04-01
78,0.2976132694620886,0.04507565366028659,0.1622238166585774,0.2634794352881593,0.23160782493088816,5,2018,2018-05-01
79,0.2257079762105399,0.06791949946920245,0.2599309528815097,0.2660155781697126,0.18042599326903527,6,2018,2018-06-01
80,0.32061455545683315,0.07424171486031382,0.16078544560724,0.3090972935299031,0.13526099054570995,7,2018,2018-07-01
81,0.17419666617602808,0.05848845978999801,0.24904813945945525,0.35732382276050634,0.16094291181401232,8,2018,2018-08-01
82,0.3690912405150895,0.05303053708692754,0.18950357151684416,0.25380168812872284,0.13457296275241598,9,2018,2018-09-01
83,0.3163870064267672,0.05671559678911702,0.125834604516242,0.2806771862262123,0.2203856060416614,10,2018,2018-10-01
84,0.2985878968374563,0.06920723677546138,0.17536822058793727,0.25962843655665635,0.19720820924248886,11,2018,2018-11-01
85,0.2907959434542102,0.06545789797172706,0.16066763982790422,0.2716464351567301,0.2114320835894284,12,2018,2018-12-01
86,0.2918988555335851,0.06272095392174483,0.15884714482593312,0.2509287554676733,0.23560429025106355,1,2019,2019-01-01
87,0.26630292320600285,0.08525907865825827,0.16208748667842715,0.2539089264912319,0.23244158496607994,2,2019,2019-02-01
88,0.19022821432064216,0.04222691604996864,0.2455251158098743,0.31528885158763503,0.2067309022318799,3,2019,2019-03-01
89,0.1882403832235348,0.023092574683336125,0.30728527714311665,0.33347512014207864,0.1479066448079339,4,2019,2019-04-01
90,0.3119174168236762,0.036785993967729684,0.22812352197746816,0.2560797608801844,0.16709330635094158,5,2019,2019-05-01
91,0.2290028746021915,0.05962848541040936,0.2804034824570509,0.23316872089152074,0.19779643663882746,6,2019,2019-06-01
92,0.24928803958432255,0.05552402127769058,0.2639549670579137,0.2609980711722793,0.17023490090779386,7,2019,2019-07-01
93,0.21677453553871628,0.0628365594751084,0.2727718627070616,0.2675388462992881,0.1800781959798256,8,2019,2019-08-01
94,0.22938962497730425,0.04282500268884549,0.27113137329222875,0.2906831777792229,0.16597082126239848,9,2019,2019-09-01
95,0.21386991077269646,0.05421298803311949,0.2761281996071504,0.30927678289450605,0.14651211869252778,10,2019,2019-10-01
96,0.2353472329259901,0.0639681439686779,0.2420320477889017,0.2424817071764669,0.2161708681399633,11,2019,2019-11-01
97,0.2612347553741756,0.05760333127698952,0.2129442889004887,0.27125349973900226,0.19696412470934374,12,2019,2019-12-01
98,0.22212602382783386,0.049757694512980136,0.2610863735552459,0.32455615482992795,0.14247375327401213,1,2020,2020-01-01
99,0.24684573459002065,0.057233480883696224,0.20517530388348545,0.26857177271221666,0.22217370793058105,2,2020,2020-02-01
100,0.234408874991138,0.055741093850867056,0.29484792286250555,0.2278190522745334,0.187183056020956,3,2020,2020-03-01
101,0.17627095526354894,0.058985887904554016,0.3125754787305084,0.2759355573846736,0.17623212071671518,4,2020,2020-04-01
102,0.2516833984786884,0.04767953389601917,0.2546235219687793,0.246813435800356,0.19920010985615708,5,2020,2020-05-01
103,0.2256308493482971,0.049635468018506636,0.23198318307603116,0.27177239530076897,0.2209781042563962,6,2020,2020-06-01
104,0.19604544616660732,0.07781071905866423,0.3314816663850455,0.2270336333891457,0.1676285350005372,7,2020,2020-07-01
105,0.25320517278953186,0.06138166710716045,0.19193942513226414,0.2871417509401067,0.2063319840309369,8,2020,2020-08-01
106,0.20879901629653166,0.025789983698667446,0.34962346459209337,0.2901225720306985,0.125664963382009,9,2020,2020-09-01
107,0.249596386369882,0.057343191810937076,0.20635390904094567,0.2830254705963167,0.20368104218191865,10,2020,2020-10-01
108,0.2167762011295648,0.1286607260115578,0.2280455183250657,0.2409734046352385,0.18554414989857326,11,2020,2020-11-01
109,0.21161918703429736,0.03261474459473713,0.23995586306937425,0.31127887272451266,0.20453133257707876,12,2020,2020-12-01
110,0.2053109463974108,0.06524926766024662,0.2591290735888513,0.28243603797389805,0.18787467437959324,1,2021,2021-01-01
111,0.1542819664820752,0.0238564553757142,0.3183247144892368,0.23291793015805246,0.27061893349492144,2,2021,2021-02-01
112,0.2795053944356876,0.09623583265311704,0.2297700849134561,0.22836281908171455,0.1661258689160247,3,2021,2021-03-01
