,Fear,Surprise,Angry,Sad,Happy
0,0.23226510241978013,0.30773098747015126,0.034202052275281,0.18126935561538163,0.24453250221940598
1,0.24845103846209032,0.28120529541507394,0.05175325700561218,0.20035787590126836,0.21823253321595518
2,0.23590023125206466,0.23416584076643546,0.05809712586719527,0.20759167492566896,0.26424512718863563
3,0.21179428424128616,0.2576682323258823,0.06016134882415876,0.2757760620667162,0.19460007254195663
4,0.2764182934653102,0.2533332460470211,0.06430164403769018,0.18257677922236626,0.22337003722761214
5,0.2208977421996725,0.23252563079605182,0.030560771415258193,0.23054745831268886,0.2854683972763286
6,0.2482602984136517,0.23528477442556114,0.02070581348005115,0.18279116078857463,0.31295795289216155
7,0.26020166598955907,0.2706087551508529,0.055453565199329216,0.20649839785199123,0.20723761580826755
8,0.2737747125511984,0.2256029950493181,0.09578085753149779,0.1899563263879631,0.2148851084800226
9,0.24698496666409264,0.2742650655134245,0.04909001982135038,0.20876129430844062,0.22089865369269182
10,0.21106374893451524,0.21811295895554375,0.02808573054358538,0.2701276740664086,0.27260988749994713
11,0.21078337107402056,0.2703309145281364,0.10695756429325463,0.16897362338065008,0.24295452672393836
