,Fear,Surprise,Happy,Sad,Angry
0,0.43741676335419555,0.24756454637070366,0.06308474115934501,0.19087428556453212,0.06105966355122375
1,0.42736843248291106,0.240214894968591,0.07808538247286667,0.18599707899208942,0.0683342110835419
2,0.4073240266142008,0.17518383686638703,0.09779310403694236,0.22266133472180136,0.09703769776066853
3,0.40367659123039273,0.19988627245613294,0.0984709713815649,0.1530242311590994,0.14494193377281014
4,0.318297013677771,0.23380523152116622,0.10396490312688009,0.24999068271723918,0.09394216895694349
5,0.34394076774259874,0.25404145705707365,0.11703310949406806,0.23857215402718895,0.046412511679070644
6,0.35586340332536603,0.15015785792568803,0.18937286063836048,0.22058929267883487,0.08401658543175067
7,0.3767879768425568,0.2737315062084559,0.09230619286173757,0.227475097951307,0.02969922613594277
8,0.42118117413100215,0.2753987653809503,0.09511331151344408,0.17182748477441273,0.036479264200190584
9,0.4419827036649466,0.21396215975655236,0.06139116419490252,0.25261790495435366,0.030046067429245003
10,0.44708426827093856,0.1928344992555234,0.09114802233198332,0.17648843224567962,0.09244477789587517
11,0.304579564131995,0.2851611015942823,0.09525780965295663,0.2256835383101252,0.08931798631064086
