,Fear,Angry,Happy,Surprise,Sad
0,0.19656956997545336,0.038516038175959964,0.20884290566317437,0.36087094903622696,0.1952005371491854
1,0.3320924591627469,0.04157630323371247,0.1075728417001099,0.34602702691321313,0.17273136899021754
2,0.2337003475267141,0.07676767676767679,0.265948877845984,0.24040404040404037,0.1831790574555848
3,0.2730703381366814,0.08239763161649305,0.15174061920388068,0.2598373519760308,0.232954059066914
4,0.2976132694620886,0.04507565366028659,0.1622238166585774,0.26347943528815926,0.23160782493088816
5,0.2257079762105399,0.06791949946920245,0.25993095288150975,0.2660155781697126,0.18042599326903527
6,0.32061455545683315,0.07424171486031382,0.16078544560724,0.3090972935299031,0.13526099054570997
7,0.17419666617602808,0.05848845978999801,0.24904813945945525,0.35732382276050634,0.16094291181401232
8,0.36909124051508946,0.053030537086927544,0.18950357151684416,0.25380168812872284,0.13457296275241598
9,0.3163870064267672,0.05671559678911703,0.125834604516242,0.2806771862262123,0.2203856060416614
10,0.2985878968374563,0.06920723677546137,0.17536822058793727,0.25962843655665635,0.19720820924248883
11,0.2907959434542102,0.06545789797172706,0.16066763982790422,0.2716464351567301,0.21143208358942836
