,Fear,Surprise,Angry,Sad,Happy
0,0.26794409432564703,0.28093694218789844,0.05357424744696608,0.2012312848347966,0.19631343120469197
1,0.2269893268186857,0.2375901091681957,0.028918664799402933,0.17589548863163126,0.33060641058208445
2,0.22675838140384946,0.27045142408903977,0.04330351087297959,0.17435240893968806,0.2851342746944431
3,0.22727256923675804,0.28252779726855554,0.03276978838316453,0.1710743581360329,0.286355486975489
4,0.25294709330488496,0.2567900098329548,0.034210253551738685,0.20115665814049513,0.2548959851699263
5,0.22584927196666568,0.22819142676788085,0.0422269296953159,0.18099689943406294,0.32273547213607456
6,0.22412246850028458,0.2453004515044233,0.05010605854590085,0.1884009666241803,0.29207005482521103
7,0.24303152962496238,0.23067545091256283,0.05896281210946135,0.18285292127466868,0.2844772860783448
8,0.21659210146508845,0.2692870093118675,0.036961979397318975,0.19980610568778576,0.27735280413793933
9,0.24706305241879645,0.2795068655335065,0.030122059840957827,0.1781542969804058,0.26515372522633357
10,0.2039055233755991,0.25142344800386135,0.05002671034507089,0.22032723483912015,0.2743170834363484
11,0.2509363498886138,0.2659233683662793,0.0569235689158939,0.209222030104123,0.21699468272509004
