,Fear,Surprise,Happy,Sad,Angry
0,0.33207519602590946,0.26683874738226276,0.14106560171431354,0.20106657575609996,0.05895387912141431
1,0.35262952428754674,0.27903258788318186,0.13548231182495865,0.19162344542970278,0.04123213057461008
2,0.29748563894905355,0.26136171014219794,0.12959789057350032,0.28051605612581226,0.031038704209435913
3,0.3068132201909752,0.2614423752301764,0.1550392011693908,0.2376748865728876,0.039030316836570045
4,0.2506642648052241,0.24185243563761918,0.21510170382046084,0.22562485926593107,0.06675673647076487
5,0.3048729346640946,0.22691436718946573,0.17713662668791413,0.18952165282786776,0.10155441863065784
6,0.27808996244906653,0.2939758715278703,0.20301472742283416,0.1886202029348318,0.036299235665397216
7,0.24943160375187548,0.15218291773672438,0.13744603687441892,0.413074494426495,0.047864947210486106
8,0.3383184004436838,0.23683531110452383,0.13892846556191973,0.23550617236730126,0.05041165052257147
9,0.3034745478901541,0.2300736771600804,0.194917950435365,0.22222873409243132,0.0493050904219692
10,0.26346956851828424,0.3378126449871357,0.12061242566114135,0.24731536547302713,0.030789995360411663
11,0.4620353541784842,0.2120324600905271,0.07892756676660917,0.1784610397879212,0.06854357917645833
