,Fear,Surprise,Happy,Sad,Angry
0,0.21570139697322485,0.39745707217694964,0.030355064027939468,0.3111648719441213,0.045321594877764854
1,0.2866283267358776,0.2505539373117236,0.14442203799138598,0.25911818159185407,0.05927751636915878
2,0.33140610545790944,0.2665881759313767,0.16626019678748627,0.17996804305777478,0.05577747876545284
3,0.42114537789187023,0.23232642918263766,0.06259059988356326,0.22675075117315854,0.057186841868770315
4,0.34548481543142545,0.26530416977629784,0.1262988690510362,0.21798036626672027,0.04493177947452016
5,0.30334066910294993,0.25957883260312137,0.13718266066344978,0.27050414908437476,0.02939368854610432
6,0.4191782709019734,0.37868876924313216,0.06548347472706613,0.12351880976707355,0.01313067536075493
7,0.3320503848845346,0.24819220900396546,0.16032190342897135,0.2020293911826452,0.05740611149988336
8,0.2844064739189257,0.37421957207997214,0.034519216315077414,0.15751365435686712,0.14934108332915763
9,0.40307895468445937,0.21041840422574362,0.14115929941618016,0.20579649708090078,0.03954684459271616
10,0.4079930198145297,0.18301173779499255,0.12550479592979724,0.2216326795304882,0.06185776693019226
11,0.4394253958267799,0.1926811366257733,0.10997168921044354,0.23330187690049284,0.024619901436510428
