,Fear,Surprise,Angry,Sad,Happy
0,0.19988453081430338,0.3822644244352451,0.03499699043079833,0.2728143771420149,0.1100396771776383
1,0.2997870000417648,0.25089446060892934,0.045356461694811424,0.1633695758098871,0.24059250184460754
2,0.36882310814036745,0.22247553115301988,0.06273573645261399,0.22974456910957264,0.11622105514442588
3,0.3150480054323068,0.2695610317944663,0.04493686662483561,0.22735750939049854,0.14309658675789272
4,0.1962357228567619,0.34241811475045564,0.09266254833118523,0.23913381627483224,0.129549797786765
5,0.29409738246439643,0.23284171937054352,0.06272465501439742,0.21148283684439728,0.19885340630626536
6,0.23593011891187485,0.23577401314003363,0.08627898137590269,0.20924960634196665,0.23276728023022206
7,0.2763662704907036,0.2756687146191614,0.0505638576628301,0.2507355637235174,0.14666559350378738
8,0.24063433573785512,0.2644869833140763,0.07137578199002802,0.23509144469079515,0.18841145426724545
9,0.26988334872929615,0.26843541214634037,0.03840684010397646,0.2228533373434445,0.20042106167694254
10,0.32172293488527987,0.2615253359334533,0.0436903927602913,0.1654034248453639,0.2076579115756116
11,0.2730028555754056,0.24415873060529758,0.06365612120018568,0.22920212691133646,0.18998016570777473
