,Fear,Surprise,Happy,Sad,Angry
0,0.3515555196471684,0.28068622512024033,0.08942812197022984,0.22227938520616694,0.05605074805619452
1,0.38109230180300163,0.30021068588900957,0.13364377760658158,0.11509158201523394,0.06996165268617349
2,0.35216474951294374,0.2564669250068665,0.0987368558868692,0.2654018622694755,0.027229607323845047
3,0.3109116570405272,0.27691731371203687,0.0828116900284591,0.22992269002606286,0.09943664919291391
4,0.3593790633365271,0.33625324277576435,0.10146163865876671,0.16459322287851139,0.03831283235043046
5,0.36252256177998754,0.21100145728858605,0.12692519251925194,0.27631929859652626,0.02323148981564823
6,0.46531160961515305,0.14534842890966734,0.11125596934066376,0.2098178097034391,0.06826618243107671
7,0.40777412544429303,0.22754431623589008,0.06758341607616043,0.22859787397188183,0.06850026827177476
8,0.3027881735896597,0.2507059982056697,0.09744852529185936,0.2127471555149829,0.13631014739782818
9,0.36843870534965617,0.30292358432556327,0.10254905249035715,0.18760131924646425,0.03848733858795907
10,0.39068797384515663,0.24015670358783572,0.11972605056227272,0.19627406217412133,0.05315520983061356
11,0.32579354313619097,0.24928784590341826,0.11906538252848617,0.2600718936516549,0.045781334780249594
