,Fear,Angry,Happy,Surprise,Sad
0,0.4259460055501443,0.01964604046827045,0.08260893536471063,0.2970797419734254,0.17471927664344916
1,0.31286486173279443,0.06414323584372691,0.11976880622311069,0.26116495009633073,0.24205814610403717
2,0.2112639573716199,0.053701767856647264,0.3591496526268074,0.19349288139356316,0.1823917407513622
3,0.3048511576626241,0.04818379570309009,0.19683244435173863,0.26164367233826996,0.18848892994427727
4,0.20833023033140066,0.027363157614766744,0.2205542848023831,0.29955848715357203,0.24419384009787756
5,0.2662977607343678,0.041914204534165195,0.2816070257704305,0.22964891017107442,0.1805320987899621
6,0.31658735990525994,0.05973332952851119,0.1351116120793591,0.2453824916353364,0.24318520685153344
7,0.36991281594090464,0.08487999166367562,0.11835264967754637,0.2631036598779654,0.16375088283990782
8,0.22954576377997862,0.043547382215824854,0.2386906424330963,0.3296667884074161,0.15854942316368398
9,0.2627152186819711,0.052086346268020556,0.20319992692840513,0.2812419126489975,0.20075659547260585
10,0.1831111945435203,0.10484950879169011,0.1633940304111132,0.17478881171391022,0.3738564545397661
11,0.3062568355814801,0.07659041195771057,0.16302861830113016,0.24787185563251915,0.20625227852716008
