,Fear,Surprise,Happy,Sad,Angry
0,0.26856351192076255,0.246194247430781,0.22187299683629375,0.21735696118773398,0.046012282624428746
1,0.2910634473951805,0.2570813725258353,0.13560668763449762,0.2682431953082508,0.048005297136235726
2,0.2632282340213115,0.23684535008134022,0.287534853010783,0.17612852159593975,0.03626304129062538
3,0.23875614474338022,0.2965444712988022,0.16659671669295809,0.19403640293114516,0.10406626433371446
4,0.32818516266816317,0.31290043492494035,0.16483109635380133,0.160700088855633,0.033383217197462164
5,0.37576193653977347,0.24793554809101115,0.1525923550969128,0.16956280221152664,0.054147358060775974
6,0.2531444071365202,0.329641688280265,0.1488982370944532,0.19650475216171356,0.0718109153270481
7,0.3227713889568551,0.23009950248756214,0.14398295408204875,0.23172559334475168,0.07142056112878231
8,0.3147161785741173,0.22377286757509607,0.21084751185726106,0.20087235564255063,0.049791086350974914
9,0.2636433639513778,0.29223365051427314,0.1500742533414004,0.24153236895660304,0.05251636323634565
10,0.3653817149943303,0.2249847783220962,0.09176018455935334,0.2536629780863698,0.06421034403785028
11,0.2734205294355878,0.36065958543499865,0.1077694120245941,0.21987868635175434,0.03827178675306506
