,Fear,Surprise,Angry,Sad,Happy
0,0.36,0.29,0.07,0.07,0.21
1,,,,,
2,,,,,
3,0.125,0.0,0.875,0.0,0.0
4,,,,,
5,,,,,
6,,,,,
7,0.4199999999999999,0.13999999999999999,0.059999999999999984,0.29999999999999993,0.07999999999999999
