,Fear,Surprise,Happy,Sad,Angry
0,0.2359635811836115,0.41778176300179337,0.16695406262932821,0.13294937232721757,0.046351220858049394
1,0.25796883651032193,0.23495214743336237,0.34173060191410265,0.12014553507869968,0.045202879063513404
2,0.28253424657534243,0.29861670695675524,0.2447287134031694,0.1255036261079774,0.04861670695675531
3,0.28004659602589654,0.3052263715585027,0.13804072671878848,0.22106229978270125,0.05562400591411096
4,0.25177173326133906,0.3721483531317495,0.16370815334773225,0.17018763498920092,0.04218412526997841
5,0.32970670668461594,0.21761966764504667,0.18204488778054864,0.16703815682033854,0.10359058106945027
6,0.379756026720883,0.28953155470727354,0.12254678229119129,0.1503672046803037,0.05779843160034855
7,0.26330798479087447,0.3085279739272134,0.1443169473112439,0.23662411732753935,0.047222976643128724
8,0.12814934587681903,0.5409672203439659,0.053388211083345585,0.1979420843745406,0.07955313832132882
9,0.24071126472327073,0.32466233116558274,0.13313474919277823,0.2525580972304335,0.04893355768793487
10,0.24784411957950064,0.31157605124835736,0.18074490801576873,0.20879188567674112,0.05104303547963206
11,0.33510268875880544,0.147236829050501,0.2209048516717928,0.18444290108145645,0.11231272943744416
