,Fear,Angry,Happy,Surprise,Sad
0,0.2918988555335851,0.06272095392174482,0.15884714482593312,0.25092875546767335,0.23560429025106355
1,0.26630292320600285,0.08525907865825826,0.16208748667842715,0.2539089264912319,0.23244158496607994
2,0.19022821432064219,0.04222691604996864,0.24552511580987427,0.315288851587635,0.2067309022318799
3,0.1882403832235348,0.023092574683336125,0.30728527714311665,0.33347512014207864,0.1479066448079339
4,0.3119174168236762,0.03678599396772968,0.22812352197746819,0.2560797608801844,0.16709330635094158
5,0.22900287460219151,0.059628485410409354,0.28040348245705093,0.23316872089152074,0.19779643663882746
6,0.24928803958432258,0.055524021277690586,0.2639549670579137,0.2609980711722793,0.17023490090779386
7,0.21677453553871628,0.0628365594751084,0.2727718627070616,0.26753884629928815,0.1800781959798256
8,0.22938962497730422,0.04282500268884549,0.27113137329222875,0.2906831777792229,0.16597082126239848
9,0.21386991077269643,0.05421298803311949,0.2761281996071504,0.309276782894506,0.14651211869252778
10,0.23534723292599014,0.0639681439686779,0.24203204778890175,0.2424817071764669,0.2161708681399633
11,0.2612347553741756,0.05760333127698953,0.2129442889004887,0.27125349973900226,0.19696412470934377
