,Fear,Surprise,Happy,Sad,Angry
0,0.8228571428571428,0.03428571428571429,0.10857142857142857,0.022857142857142857,0.011428571428571429
1,0.148,0.748,0.012,0.052000000000000005,0.04
2,,,,,
3,0.158,0.39,0.294,0.10200000000000001,0.05600000000000001
4,0.299922898997687,0.29606784888203547,0.10023130300693908,0.2652274479568234,0.03855050115651503
5,0.15333333333333335,0.09999999999999999,0.38666666666666666,0.3066666666666667,0.05333333333333334
6,,,,,
7,0.33333333333333337,0.33333333333333337,0.0,0.33333333333333337,0.0
8,0.10552763819095476,0.3115577889447236,0.19597989949748743,0.3266331658291457,0.06030150753768843
9,0.3666666666666667,0.41333333333333333,0.043333333333333335,0.17666666666666667,0.0
