,Fear,Angry,Happy,Surprise,Sad
0,0.4849763033175356,0.04578199052132702,0.03056872037914692,0.2667772511848341,0.17189573459715637
1,0.2557692307692308,0.14769230769230768,0.09615384615384616,0.2751923076923077,0.22519230769230766
2,0.23410489305596252,0.0196308233225901,0.15558159976560212,0.40023439789041904,0.19044828596542634
3,0.2876190476190476,0.17666666666666667,0.10523809523809524,0.30952380952380953,0.12095238095238095
4,0.24461152882205514,0.0304093567251462,0.14803675856307433,0.26248955722639933,0.314452798663325
5,0.26068601583113454,0.033509234828496035,0.09102902374670184,0.0963060686015831,0.5184696569920844
6,0.4336504757135704,0.03805708562844266,0.09864797195793691,0.22734101151727593,0.20230345518277418
7,0.47000000000000003,0.4117647058823529,0.03,0.05823529411764706,0.03
8,0.44272727272727275,0.052727272727272734,0.07818181818181819,0.1827272727272727,0.24363636363636365
9,0.059821428571428574,0.05357142857142857,0.13660714285714287,0.05357142857142857,0.6964285714285714
10,0.44653333333333334,0.09853333333333335,0.15453333333333333,0.12160000000000001,0.17880000000000001
11,0.3896824674733873,0.05504503684833046,0.0807023928668911,0.26166863797652623,0.2129014648348649
