,Fear,Surprise,Happy,Sad,Angry
0,0.36500000000000005,0.2558333333333334,0.15166666666666667,0.17583333333333334,0.05166666666666667
1,0.1702127659574468,0.27217984745082296,0.22079486150140507,0.267362505018065,0.06945002007226013
2,0.17357575757575752,0.48921212121212115,0.2054949494949495,0.11725252525252522,0.014464646464646463
3,0.3050711565443977,0.25095209460813794,0.17498496692723997,0.16135498095810782,0.10763680096211667
4,0.22694294503453483,0.3658947124035057,0.14870276858784606,0.2346044459922224,0.023855127981890996
5,0.3186955816343086,0.2754312908982749,0.12276242496349578,0.23963009031420693,0.04348061218971392
6,0.29331714261787123,0.3026965915752449,0.10945481952935264,0.2124193953605226,0.08211205091700864
7,0.29775735671367815,0.257168591592653,0.15436272218358432,0.25827452142881574,0.03243680808126873
8,0.2666872580058023,0.2989200578028306,0.13932247140193926,0.2347302350721983,0.06033997771722942
9,0.28940535587007427,0.2907205647761599,0.14491905101313515,0.2282269286902217,0.046728099650408986
10,0.4166139887703122,0.24125237050533593,0.10671922061502996,0.1951437176960547,0.04027070241326739
11,0.26419198143986083,0.28166461248459357,0.16573624302182272,0.2333792503443776,0.05502791270934533
