,Fear,Angry,Happy,Surprise,Sad
0,0.42845224190126574,0.06033229243641392,0.08538533050463634,0.20767085409167838,0.2181592810660056
1,0.41868800371977677,0.04182811531308122,0.12579432734035956,0.26456912585244885,0.14912042777433354
2,0.39325067430530875,0.04556003930834048,0.13511196604428463,0.22167394986095718,0.20440337048110901
3,0.3447383506674311,0.06387683236426175,0.12303660633854721,0.22790926214069285,0.24043894848906727
4,0.23924823993875433,0.08427278322350151,0.08038488674062176,0.36351081555759046,0.232583274539532
5,0.29197231424514913,0.046675343114055835,0.24010589209654523,0.22947231424514908,0.19177413629910078
6,0.5598426704258688,0.03644337701665537,0.07234723890078146,0.19105797177117603,0.1403087418855184
7,0.30570600350903954,0.054008696315508434,0.15453123808070784,0.2422953695934091,0.243458692501335
8,0.43045455650947295,0.03618941070603401,0.11802903908359073,0.20164408881970963,0.2136829048811927
9,0.5599687651689425,0.03724964649768904,0.1333389612308212,0.14549521980457128,0.12394740729797607
10,0.30232098420893505,0.06918765552687271,0.2557152491918417,0.1656550152329124,0.2071210958394381
11,0.34835405774213823,0.11186581009184157,0.14584259670964872,0.20458134649882712,0.18935618895754436
