,Fear,Surprise,Happy,Sad,Angry
0,0.0,0.5,0.25,0.0,0.25
1,,,,,
2,,,,,
3,,,,,
4,,,,,
5,,,,,
6,,,,,
7,,,,,
8,,,,,
9,,,,,
10,0.13266911379129523,0.1761929732564237,0.08809648662821185,0.6030414263240692,0.0
