,Fear,Surprise,Happy,Sad,Angry
0,0.28381340217085277,0.24150113627049058,0.1396632647848807,0.25240648190936193,0.0826157148644138
1,0.36528665782510883,0.23911135744307424,0.11721662476823899,0.2024469341567858,0.07593842580679208
2,0.31422028169558813,0.2453820791659358,0.16876596226654858,0.18201645641481098,0.0896152204571165
3,0.37315181585078416,0.24266772416673052,0.13175189005604465,0.16149708361310522,0.09093148631333543
4,0.3449357072819572,0.25592814854348456,0.12640717893979067,0.22226445655276833,0.050464508681999296
5,0.3157243857142033,0.19903178028615554,0.1730125026758387,0.21370839432317187,0.09852293700063057
6,0.28044684451455854,0.26493538013470064,0.18467730517970196,0.2217031059334319,0.04823736423760693
7,0.3438296978607219,0.2667391760928921,0.12031264064328365,0.21518797443667675,0.05393051096642563
8,0.29976286059836377,0.22987792803334686,0.1797218808149477,0.1977061795353115,0.0929311510180302
9,0.3268966773408548,0.23860091795339508,0.2331848054203983,0.15939629898976912,0.041921300295582574
10,0.3150165095409572,0.2837826405211449,0.1726592683324569,0.15264060697238443,0.07590097463305658
11,0.33422538684050684,0.29147537631628023,0.1462855493345681,0.17961066374794774,0.04840302376069715
