,Fear,Surprise,Happy,Sad,Angry
0,0.32345585716848685,0.3262346618679224,0.1295633831148708,0.1882505966716866,0.032495501177033446
1,0.3130733259009807,0.31129763257705406,0.13152742055321784,0.18466273717648912,0.05943888379225832
2,0.39241025460387235,0.24439631828597633,0.13152698793498316,0.17334348972797253,0.05832294944719566
3,0.3429855525431389,0.21293683042591552,0.17774650791896485,0.1934146418266812,0.07291646728529944
4,0.23820015717814197,0.36200282206209544,0.15624681050848152,0.19622644879462744,0.04732376145665353
5,0.2906278809418518,0.2893019237281611,0.1722136331023243,0.1931618492265364,0.0546947130011263
6,0.26023693215833993,0.3153322198383801,0.13640837310932988,0.21605995168643227,0.07196252320751768
7,0.31739229220367143,0.29017056182768297,0.11956270517169781,0.20487985458761965,0.06799458620932804
8,0.33455426276404787,0.3157147844972449,0.13241495050590174,0.1764126886651728,0.04090331356763274
9,0.3588993464223521,0.25679612321696144,0.13274590667979494,0.1953004412249505,0.05625818245594118
10,0.25728202713418696,0.28269266355197503,0.1523822271662901,0.23438579052143244,0.07325729162611541
11,0.3511586860272426,0.23027525570931234,0.12237820651476222,0.22110788122215244,0.07507997052653052
