,Fear,Surprise,Happy,Sad,Angry
0,0.29805977212333,0.2917622219795421,0.15663790906774416,0.21681045466127918,0.03672964216810455
1,0.2361538461538462,0.3211538461538462,0.19474358974358977,0.21115384615384614,0.03679487179487179
2,0.2094034153914394,0.3463295630960302,0.17338656021290755,0.20195165225105347,0.06892880904856953
3,0.24208503233514275,0.37529543152481615,0.1506116406513778,0.19832220865906558,0.033685686829597696
4,0.21436808118081185,0.3893219557195572,0.1620848708487085,0.20696494464944654,0.027260147601476013
5,0.23566922891317088,0.2995760228878701,0.16552342215021884,0.24638930061011347,0.05284202543862675
6,0.2287429406421547,0.28426997353974964,0.1635006516330319,0.2503455629714466,0.07314087121361715
7,0.1966767995750082,0.42611339019567335,0.1379452822949562,0.19785733258566243,0.04140719534869994
8,0.2249148746894077,0.2500383447345011,0.2916040369336483,0.154237860057057,0.07920488358538606
9,0.24880628588697498,0.3876397703233605,0.21940163191296463,0.11692354185554549,0.027228770021154435
10,0.21679266434792605,0.22656586852165922,0.22366265198769728,0.2890856305153929,0.04389318462732474
11,0.3291835932381077,0.2241514873542131,0.12927532433494957,0.22991744201284242,0.08747215305988731
