,Fear,Surprise,Angry,Sad,Happy,month_index,year,date
58,0.23304882296206345,0.3132334160891616,0.07183793848681863,0.19107442666285646,0.19080539579909966,3,2018,2018-03-01
59,0.21989773395227952,0.2732991374367873,0.03911648181637623,0.2092449536393382,0.25844169315521875,4,2018,2018-04-01
60,0.2142727335534122,0.2560091135468639,0.0980494786894996,0.15224339237814313,0.2794252818320813,5,2018,2018-05-01
61,0.31730679341634005,0.2325263948209475,0.050113642339220936,0.15683007987099107,0.2432230895525004,6,2018,2018-06-01
62,0.2415827620460872,0.3158061588648656,0.039784893489164974,0.15436283587397748,0.24846334972590475,7,2018,2018-07-01
63,0.2270808512844021,0.2973830058986037,0.07447442656064347,0.16473407688837524,0.2363276393679755,8,2018,2018-08-01
64,0.2736033093173771,0.27531024850409075,0.033790755892050287,0.177096562461839,0.24019912382464284,9,2018,2018-09-01
65,0.2566796261063777,0.27293407229712946,0.05986847547357101,0.2058689717925388,0.2046488543303831,10,2018,2018-10-01
66,0.2704969267632044,0.27291037260825785,0.05877348334895995,0.17798729034274413,0.21983192693683376,11,2018,2018-11-01
67,0.2516842205142805,0.2674194262580259,0.0575007116424708,0.21814213872283886,0.20525350286238409,12,2018,2018-12-01
68,0.26794409432564703,0.28093694218789844,0.05357424744696608,0.2012312848347966,0.196313431204692,1,2019,2019-01-01
69,0.2269893268186857,0.2375901091681957,0.028918664799402933,0.17589548863163126,0.33060641058208445,2,2019,2019-02-01
70,0.22675838140384946,0.27045142408903977,0.04330351087297959,0.17435240893968806,0.2851342746944431,3,2019,2019-03-01
71,0.22727256923675804,0.28252779726855554,0.03276978838316453,0.1710743581360329,0.286355486975489,4,2019,2019-04-01
72,0.25294709330488496,0.2567900098329548,0.03421025355173868,0.20115665814049516,0.2548959851699263,5,2019,2019-05-01
73,0.2258492719666657,0.22819142676788085,0.0422269296953159,0.1809968994340629,0.32273547213607456,6,2019,2019-06-01
74,0.22412246850028456,0.2453004515044233,0.05010605854590085,0.1884009666241803,0.29207005482521103,7,2019,2019-07-01
75,0.2430315296249624,0.23067545091256286,0.05896281210946135,0.18285292127466868,0.2844772860783448,8,2019,2019-08-01
76,0.21659210146508845,0.2692870093118675,0.036961979397318975,0.19980610568778576,0.2773528041379393,9,2019,2019-09-01
77,0.24706305241879645,0.2795068655335065,0.030122059840957824,0.1781542969804058,0.2651537252263336,10,2019,2019-10-01
78,0.2039055233755991,0.2514234480038613,0.05002671034507089,0.22032723483912012,0.2743170834363484,11,2019,2019-11-01
79,0.2509363498886138,0.2659233683662793,0.0569235689158939,0.20922203010412302,0.21699468272509004,12,2019,2019-12-01
80,0.2322651024197801,0.3077309874701513,0.034202052275281,0.18126935561538166,0.244532502219406,1,2020,2020-01-01
81,0.2484510384620903,0.28120529541507394,0.05175325700561218,0.2003578759012684,0.2182325332159552,2,2020,2020-02-01
82,0.23590023125206466,0.23416584076643546,0.05809712586719527,0.20759167492566896,0.26424512718863563,3,2020,2020-03-01
83,0.21179428424128616,0.2576682323258823,0.060161348824158765,0.2757760620667162,0.19460007254195666,4,2020,2020-04-01
84,0.2764182934653102,0.2533332460470211,0.06430164403769018,0.18257677922236626,0.22337003722761212,5,2020,2020-05-01
85,0.2208977421996725,0.23252563079605185,0.030560771415258193,0.2305474583126889,0.2854683972763286,6,2020,2020-06-01
86,0.2482602984136517,0.23528477442556114,0.02070581348005115,0.18279116078857466,0.31295795289216155,7,2020,2020-07-01
87,0.2602016659895591,0.2706087551508529,0.055453565199329216,0.20649839785199126,0.20723761580826755,8,2020,2020-08-01
88,0.2737747125511984,0.2256029950493181,0.0957808575314978,0.1899563263879631,0.2148851084800226,9,2020,2020-09-01
89,0.24698496666409264,0.2742650655134245,0.04909001982135038,0.20876129430844065,0.22089865369269185,10,2020,2020-10-01
90,0.21106374893451524,0.21811295895554372,0.02808573054358538,0.2701276740664086,0.27260988749994713,11,2020,2020-11-01
91,0.21078337107402054,0.2703309145281364,0.10695756429325463,0.16897362338065008,0.2429545267239384,12,2020,2020-12-01
92,0.1761827133822556,0.28359850755882804,0.029781105324790943,0.23549965232529135,0.274938021408834,1,2021,2021-01-01
93,0.25433082494008985,0.28571807546402384,0.02481708772891646,0.15447964841228398,0.2806543634546859,2,2021,2021-02-01
94,0.11828107873916426,0.2819462182374308,0.17258048349914482,0.19283933692654376,0.2343528825977165,3,2021,2021-03-01
